,Number of Medicare Beneficiaries-2012,Total Drug Medicare Payment Amount-2012,Total Medical Medicare Payment Amount-2012,Number of Medicare Beneficiaries-2013,Total Drug Medicare Payment Amount-2013,Total Medical Medicare Payment Amount-2013,Number of Medicare Beneficiaries-2014,Total Drug Medicare Payment Amount-2014,Total Medical Medicare Payment Amount-2014,Number of Medicare Beneficiaries-2015,Total Drug Medicare Payment Amount-2015,Total Medical Medicare Payment Amount-2015,Number of Medicare Beneficiaries-2016,Total Drug Medicare Payment Amount-2016,Total Medical Medicare Payment Amount-2016,Number of Medicare Beneficiaries-2017,Total Drug Medicare Payment Amount-2017,Total Medical Medicare Payment Amount-2017,Number of Medicare Beneficiaries-2018,Total Drug Medicare Payment Amount-2018,Total Medical Medicare Payment Amount-2018
1851313514,858.0,0.0,255701.66,892.0,0.0,259187.41,907.0,0.0,266233.97,895.0,0.0,284076.94,875.0,0.0,250052.25,943.0,0.0,276792.37,954.0,0.0,260023.13
1851315626,375.0,0.0,175020.3,406.0,0.0,134763.06,460.0,0.0,218897.48,445.0,0.0,231248.07,422.0,0.0,207223.74,240.0,0.0,177136.68,254.0,0.0,165171.2
1851333488,358.0,0.0,50877.98,385.0,0.0,50273.79,340.0,0.0,44119.85,,,,,,,,,,,,
1851358014,365.0,0.0,56525.34,,,,,,,,,,,,,,,,,,
1851376511,1313.0,,,1375.0,,,1400.0,,,1425.0,,,1412.0,,,1435.0,,,1066.0,0.0,477394.43
1851393086,1318.0,,,1212.0,,,1343.0,,,1373.0,,,1452.0,,,1478.0,,,1518.0,,
1851393243,302.0,215838.07,269789.81,131.0,100094.89,62036.73,135.0,166344.15,76897.38,140.0,179887.3,76773.55,151.0,146142.89,83252.09,284.0,98735.48,111100.97,496.0,84932.58,179910.67
1851448070,160.0,0.0,224688.06,158.0,0.0,214917.02,147.0,0.0,215544.42,152.0,0.0,210088.09,183.0,0.0,213795.4,203.0,0.0,209454.36,167.0,0.0,155294.11
1851475594,1798.0,2512.27,1110725.74,1785.0,30430.22,1025397.45,1904.0,59120.87,1047829.48,1802.0,,,1652.0,68618.8,930674.0,1438.0,147761.76,744230.95,1450.0,91084.77,763037.91
1851478481,774.0,25.61,373948.23,758.0,39.03,333423.51,706.0,18.35,297414.14,534.0,,,231.0,0.0,69403.61,231.0,0.0,59370.62,135.0,,
1851489355,51.0,0.0,19500.84,52.0,0.0,16824.24,60.0,0.0,20527.03,84.0,0.0,28704.19,99.0,0.0,42044.24,178.0,0.0,62621.51,194.0,0.0,109157.51
1851497911,840.0,4588.44,505756.82,883.0,5218.15,463573.63,801.0,6133.69,366781.58,747.0,3213.66,314271.45,827.0,7639.92,320562.63,813.0,3533.43,323153.62,807.0,2905.96,313738.64
1851510424,922.0,,,936.0,,,885.0,,,848.0,,,831.0,,,839.0,,,804.0,,
1851616064,,,,,,,,,,45.0,0.0,4039.76,,,,,,,,,
1851619407,,,,,,,,,,111.0,0.0,25154.89,150.0,0.0,37309.42,115.0,0.0,32909.89,126.0,0.0,31789.84
1851653547,,,,,,,,,,,,,49.0,0.0,8988.39,60.0,0.0,5090.12,364.0,204520.48,95964.73
1861411837,966.0,70040.55,198359.35,731.0,13588.6,112130.7,413.0,0.0,44417.57,276.0,0.0,25468.62,,,,,,,,,
1861414856,211.0,,,199.0,0.0,26562.75,161.0,0.0,21560.44,218.0,0.0,31769.11,259.0,0.0,40732.8,173.0,0.0,19865.36,196.0,0.0,30433.23
1861416802,849.0,9308.56,340455.93,845.0,19109.52,324849.71,819.0,16610.66,337096.14,767.0,19117.41,285121.34,817.0,22607.73,288511.2,792.0,30122.3,291537.88,786.0,49771.05,265272.32
1861416950,383.0,0.0,131243.18,391.0,0.0,124804.19,414.0,,,416.0,0.0,141796.91,456.0,0.0,150481.03,407.0,0.0,125998.62,425.0,0.0,143002.56
1861417636,488.0,0.0,112699.09,480.0,0.0,147813.47,516.0,0.0,172221.34,483.0,0.0,126820.98,348.0,0.0,71023.34,461.0,,,415.0,0.0,109317.7
1861418808,1615.0,43210.95,546328.24,1722.0,148426.52,577019.85,1506.0,223623.75,483921.86,1893.0,257426.59,605089.59,1889.0,310888.76,565879.17,1532.0,398122.01,439298.69,1615.0,392968.18,489475.66
1861431413,1589.0,61405.14,413968.8,1701.0,55703.4,524646.43,1765.0,83900.79,546733.1,1710.0,43050.64,538477.58,1685.0,72661.2,564809.39,1732.0,122048.45,557178.24,1633.0,87748.66,545346.39
1861442717,,,,,,,,,,,,,,,,,,,583.0,0.0,170564.07
1861443129,455.0,0.0,97317.7,448.0,0.0,106799.25,438.0,0.0,88566.27,411.0,0.0,86825.59,383.0,0.0,82108.09,355.0,0.0,76823.58,325.0,0.0,69402.55
1861443889,569.0,,,479.0,0.0,265573.59,438.0,0.0,281791.27,428.0,0.0,246199.74,571.0,0.0,383551.17,575.0,0.0,387569.32,,,
1861464000,319.0,0.0,66768.32,321.0,0.0,69355.54,237.0,0.0,57383.59,117.0,0.0,28838.27,108.0,0.0,24607.71,89.0,0.0,20360.62,130.0,0.0,31244.43
1861470783,1134.0,852130.58,1953668.75,1134.0,1020220.49,1751070.79,1145.0,640931.93,1970245.42,1194.0,1102357.35,1900350.81,1207.0,1536994.46,1599366.7,1255.0,1503233.61,1556202.52,1307.0,1397399.33,1434644.56
1861487100,813.0,209664.0,506274.98,847.0,332883.97,495084.76,812.0,325161.02,449830.4,763.0,402111.01,480637.2,779.0,573541.38,507185.1,819.0,675886.15,503207.47,885.0,899674.65,522097.74
1861492860,661.0,0.0,204557.56,661.0,0.0,216444.41,647.0,0.0,203489.9,644.0,0.0,195371.13,631.0,0.0,187668.68,617.0,0.0,170521.27,606.0,,
1861501900,968.0,0.0,135481.65,928.0,0.0,137969.83,1169.0,0.0,177192.63,1019.0,0.0,165586.1,1083.0,0.0,167171.07,1108.0,0.0,167888.46,1056.0,0.0,165901.87
1861561276,383.0,,,469.0,0.0,161042.44,554.0,,,666.0,0.0,254995.67,729.0,,,772.0,,,848.0,,
1861568651,408.0,0.0,94110.81,402.0,0.0,86563.58,368.0,0.0,79352.15,343.0,0.0,68264.17,289.0,0.0,55202.37,64.0,0.0,5129.66,,,
1861569733,17.0,0.0,3501.51,18.0,0.0,4217.37,15.0,0.0,4566.42,22.0,0.0,3821.68,16.0,,,25.0,0.0,1811.85,21.0,0.0,2595.89
1861586836,629.0,,,605.0,1064.19,411942.33,604.0,14843.21,514624.19,672.0,10030.57,500359.81,670.0,6436.76,405377.6,542.0,4948.09,291364.69,448.0,4926.02,230030.95
1861593006,1289.0,0.0,646793.56,1020.0,0.0,383208.25,976.0,0.0,334702.25,671.0,0.0,209526.6,319.0,0.0,79883.33,297.0,0.0,81044.69,279.0,0.0,44592.71
1861594137,805.0,0.0,293003.15,915.0,0.0,313688.06,1032.0,0.0,430588.76,1217.0,0.0,446392.93,1520.0,0.0,468112.99,1651.0,0.0,467652.9,1806.0,0.0,520094.95
1861622086,,,,,,,,,,21.0,0.0,5392.41,28.0,0.0,6005.83,11.0,0.0,2897.9,41.0,0.0,18648.49
1861649238,119.0,0.0,12804.14,251.0,0.0,53418.32,350.0,0.0,114635.64,200.0,0.0,74022.2,155.0,0.0,88288.75,153.0,0.0,87988.58,159.0,,
1861649345,277.0,0.0,41790.09,301.0,0.0,44781.53,261.0,0.0,44027.8,319.0,0.0,46763.94,300.0,0.0,44677.35,302.0,0.0,39996.92,265.0,0.0,38600.79
1861685018,17.0,0.0,3801.47,18.0,0.0,1879.79,24.0,0.0,3591.49,29.0,0.0,3601.44,26.0,0.0,3302.18,15.0,0.0,1495.16,20.0,0.0,3163.97
1861694077,679.0,,,902.0,12247.12,312790.61,1054.0,15946.01,321084.14,1091.0,18079.21,348784.92,1069.0,23198.65,299781.02,1151.0,26817.07,318317.37,1183.0,31107.02,324022.86
1861741381,,,,,,,,,,,,,,,,233.0,0.0,39488.68,593.0,0.0,146539.71
1861861932,,,,,,,,,,37.0,0.0,3058.94,126.0,0.0,28370.37,188.0,0.0,67653.39,324.0,,
1871501783,1144.0,,,1090.0,,,1048.0,108.38,193406.94,,,,,,,,,,,,
1871504605,944.0,,,917.0,,,896.0,1300.51,311192.77,1061.0,3575.67,391369.61,987.0,4089.19,361456.61,1136.0,5000.31,416611.97,1364.0,5183.16,493988.71
1871507483,1434.0,0.0,264973.59,1258.0,0.0,206942.1,1116.0,0.0,144802.42,931.0,0.0,117621.98,848.0,0.0,117935.71,761.0,0.0,98282.26,678.0,0.0,103669.18
1871513168,107.0,,,57.0,,,83.0,,,68.0,,,57.0,,,58.0,,,66.0,,
1871520601,950.0,0.0,319028.14,882.0,0.0,290237.4,861.0,0.0,282076.38,829.0,0.0,258512.1,825.0,0.0,282402.89,847.0,0.0,274422.34,861.0,0.0,301644.27
1871530907,820.0,23050.26,319833.19,889.0,56305.19,367737.95,869.0,56614.49,324233.77,871.0,49235.79,324379.28,846.0,40988.59,319188.88,825.0,29522.73,319145.2,757.0,21917.7,317232.58
1871539130,899.0,0.0,276997.46,827.0,0.0,207871.4,656.0,0.0,168256.15,508.0,0.0,113747.97,727.0,4659.16,151679.62,759.0,6594.35,196069.22,732.0,5760.14,178554.14
1871545434,390.0,0.0,187231.75,638.0,0.0,243943.09,698.0,0.0,344493.26,689.0,0.0,356264.64,684.0,0.0,334252.71,600.0,0.0,285580.22,533.0,0.0,274725.47
1871546010,758.0,0.0,220308.41,652.0,0.0,159530.31,608.0,0.0,153315.34,596.0,0.0,188911.78,604.0,0.0,162519.73,593.0,0.0,162915.75,584.0,0.0,158220.26
1871550939,736.0,0.0,290570.32,775.0,,,812.0,,,830.0,,,767.0,0.0,239057.35,778.0,,,722.0,0.0,202827.49
1871566554,736.0,0.0,302222.8,837.0,0.0,307075.78,885.0,0.0,304308.0,980.0,0.0,311649.7,1123.0,0.0,323052.95,1199.0,0.0,324276.38,1253.0,0.0,349910.55
1871569335,525.0,0.0,204140.69,541.0,0.0,193596.72,591.0,0.0,196203.9,637.0,0.0,211904.23,651.0,0.0,202422.52,712.0,0.0,214679.55,704.0,0.0,249913.2
1871577056,1108.0,,,1316.0,,,1261.0,,,1101.0,,,1169.0,,,1176.0,,,1279.0,,
1871578120,289.0,,,290.0,0.0,272654.07,273.0,0.0,192428.64,286.0,0.0,184897.74,264.0,0.0,181357.83,245.0,0.0,155884.8,244.0,0.0,142841.66
1871595710,839.0,,,961.0,0.0,398018.47,942.0,0.0,437082.72,895.0,0.0,405973.51,942.0,0.0,431209.51,949.0,0.0,452758.91,992.0,0.0,471294.51
1871600114,1360.0,,,1200.0,,,1225.0,,,1252.0,,,1294.0,,,1283.0,,,1285.0,,
1871645234,,,,,,,,,,,,,19.0,,,19.0,,,21.0,,
1871655688,107.0,0.0,13679.01,88.0,0.0,11105.97,,,,,,,,,,,,,,,
1871675876,212.0,0.0,95498.26,190.0,0.0,68127.18,165.0,0.0,72432.57,120.0,0.0,55901.02,130.0,0.0,72564.02,127.0,0.0,77445.99,109.0,0.0,77996.83
1871682088,823.0,0.0,483069.08,766.0,0.0,413011.82,757.0,0.0,403506.87,784.0,0.0,380582.81,808.0,0.0,367010.14,764.0,0.0,330547.62,874.0,0.0,356392.22
1871688200,345.0,,,491.0,,,679.0,0.0,278743.39,856.0,,,1010.0,0.0,406148.16,1128.0,0.0,489206.95,838.0,0.0,424550.57
1871720987,,,,162.0,0.0,18605.86,413.0,0.0,78448.07,472.0,0.0,156828.27,436.0,0.0,127260.02,567.0,0.0,198340.55,582.0,0.0,157334.58
1871796276,26.0,0.0,8473.24,34.0,0.0,7549.34,24.0,0.0,8574.86,36.0,0.0,9741.46,26.0,0.0,12166.24,37.0,0.0,13519.75,44.0,0.0,15544.73
1871814442,,,,,,,,,,,,,158.0,0.0,34370.03,385.0,,,459.0,,
1871820837,25.0,,,97.0,43951.13,21316.88,300.0,379714.21,110049.23,579.0,1742862.96,337655.01,,,,,,,,,
1871835355,,,,,,,,,,,,,,,,,,,147.0,0.0,24888.7
1871849091,42.0,,,57.0,0.0,26026.01,64.0,,,210.0,,,409.0,11876.49,195923.71,465.0,19606.03,210786.75,543.0,42946.95,271567.78
1871849984,,,,,,,,,,,,,53.0,0.0,7040.37,233.0,0.0,41561.35,385.0,0.0,116762.34
1871851923,,,,,,,,,,66.0,0.0,11052.07,141.0,0.0,24277.32,254.0,0.0,100363.37,651.0,0.0,211830.86
1871853077,,,,,,,,,,,,,51.0,0.0,3128.18,223.0,0.0,29365.63,,,
1871855411,,,,,,,,,,,,,,,,14.0,0.0,1340.99,269.0,0.0,50294.83
1871909515,,,,,,,87.0,0.0,8604.02,74.0,0.0,7841.78,,,,,,,,,
1871911917,,,,,,,,,,,,,,,,,,,90.0,0.0,23802.98
1881609238,55.0,,,69.0,,,54.0,,,97.0,,,103.0,,,151.0,,,129.0,,
1881615466,833.0,0.0,471123.76,895.0,0.0,543424.52,969.0,0.0,595318.49,882.0,0.0,461006.93,794.0,0.0,466148.51,710.0,0.0,435658.0,689.0,0.0,425137.3
1881618023,21.0,,,506.0,87990.59,276044.14,491.0,121998.51,270219.66,557.0,159429.5,323182.36,,,,,,,,,
1881636496,3608.0,0.0,593591.16,3541.0,0.0,628264.34,3643.0,0.0,649642.51,3758.0,0.0,643778.78,4007.0,0.0,668768.38,4270.0,0.0,701276.19,4309.0,0.0,715308.24
1881644003,,,,,,,1366.0,94712.21,323890.08,2044.0,,,2509.0,,,2593.0,,,2837.0,52.98,572218.73
1881658615,1622.0,741327.06,899995.54,1748.0,916952.51,931601.6,1762.0,763480.19,876165.8,1618.0,635666.68,813484.9,1599.0,587718.43,729040.3,1440.0,633421.71,588822.36,1426.0,754925.38,618696.33
1881680171,2423.0,0.0,598757.0,2395.0,0.0,610352.43,2517.0,,,2597.0,,,2651.0,0.0,612658.44,2419.0,0.0,591324.55,2491.0,,
1881682193,894.0,,,904.0,0.0,274180.98,1023.0,0.0,335450.73,973.0,,,857.0,,,878.0,,,827.0,,
1881690634,825.0,3649.83,442716.85,763.0,85188.32,394078.52,862.0,835570.22,436418.3,943.0,885794.62,523333.77,906.0,1032403.38,473877.69,890.0,1228966.59,442754.94,833.0,1261515.92,384577.96
1881695450,928.0,0.0,209221.87,974.0,0.0,218278.66,342.0,0.0,62838.23,,,,,,,,,,,,
1881697910,833.0,35155.37,588457.43,912.0,26557.78,589627.47,996.0,27614.47,614272.19,1127.0,35466.0,652354.83,1213.0,9676.1,581922.84,1376.0,37160.86,591239.45,1447.0,66322.9,653931.48
1881738128,381.0,0.0,44073.14,382.0,0.0,39577.26,148.0,0.0,8491.87,,,,,,,,,,,,
1881741668,,,,,,,,,,56.0,2128.28,23274.88,98.0,35878.98,59900.66,118.0,1367.73,17867.24,,,
1881784544,195.0,0.0,63242.76,168.0,0.0,58030.96,162.0,0.0,58395.52,139.0,0.0,32219.07,105.0,0.0,21131.85,98.0,0.0,17734.57,93.0,0.0,14181.18
1881874709,102.0,0.0,13123.3,115.0,0.0,20204.32,115.0,0.0,20029.56,135.0,0.0,23978.12,178.0,0.0,27875.56,182.0,0.0,26898.28,174.0,0.0,26662.11
1881878262,716.0,0.0,279401.14,779.0,0.0,260186.0,981.0,0.0,367280.48,1118.0,0.0,420028.09,1136.0,0.0,383048.56,1136.0,0.0,378736.88,1112.0,0.0,396131.67
1881898658,,,,,,,,,,268.0,172498.51,70176.63,,,,,,,,,
1881936375,,,,,,,,,,,,,,,,16.0,0.0,7589.73,121.0,0.0,77906.86
1881937720,,,,,,,,,,,,,,,,,,,396.0,0.0,49451.65
1881998656,,,,,,,,,,,,,36.0,0.0,1366.29,83.0,0.0,18584.0,283.0,0.0,68235.23
1891002044,,,,,,,55.0,0.0,8972.67,104.0,0.0,12723.25,222.0,0.0,69479.53,327.0,,,394.0,0.0,106129.43
1891010922,,,,,,,,,,,,,1661.0,0.0,538294.64,1157.0,0.0,199596.91,,,
1891011953,,,,,,,98.0,0.0,13393.25,326.0,0.0,37710.39,194.0,,,190.0,56771.84,78975.69,198.0,68707.87,91176.36
1891086138,,,,,,,,,,,,,108.0,,,251.0,39686.43,42676.37,294.0,,
1891109294,,,,,,,,,,,,,,,,,,,47.0,0.0,4313.44
1891701744,1163.0,,,1100.0,,,1050.0,,,1151.0,,,1179.0,,,1151.0,,,1236.0,,
1891703229,1136.0,,,888.0,,,986.0,,,915.0,,,844.0,,,593.0,,,,,
1891716569,855.0,0.0,350421.57,855.0,0.0,369439.67,827.0,0.0,405136.83,847.0,0.0,394991.16,910.0,0.0,373127.89,881.0,0.0,347691.9,910.0,0.0,362135.93
1891727103,257.0,0.0,28332.44,126.0,0.0,11139.22,,,,,,,,,,,,,,,
1891727947,530.0,,,528.0,0.0,186677.15,516.0,,,595.0,,,557.0,0.0,208762.3,557.0,0.0,210926.92,613.0,0.0,241992.02
1891757506,1541.0,0.0,252428.72,1397.0,0.0,200369.07,1195.0,0.0,185724.59,856.0,0.0,106501.06,769.0,0.0,87046.0,,,,,,
1891770111,1949.0,0.0,586468.61,1978.0,0.0,628248.78,2059.0,0.0,541671.4,2074.0,0.0,537132.46,2038.0,0.0,500073.2,2000.0,0.0,477212.89,1878.0,0.0,469334.45
1891779559,39.0,0.0,8847.11,40.0,0.0,9471.25,40.0,0.0,11589.5,41.0,0.0,6956.91,36.0,0.0,7479.16,48.0,0.0,14297.24,56.0,0.0,14880.59
1891783148,955.0,250137.68,822249.46,978.0,643244.23,777707.09,944.0,342572.8,624314.04,947.0,170130.76,582365.21,1054.0,257402.51,584037.93,1095.0,412955.9,559504.36,1184.0,487860.73,607999.08
1891788436,1521.0,,,1508.0,,,1520.0,,,1413.0,,,1458.0,,,1431.0,,,1267.0,,
1891791133,747.0,,,773.0,,,471.0,,,735.0,,,795.0,,,746.0,,,701.0,,
1891795712,1140.0,5906.08,556649.42,1180.0,,,1190.0,,,1151.0,,,1231.0,,,1204.0,,,1263.0,,
1891803326,307.0,0.0,38594.37,300.0,0.0,38224.66,335.0,0.0,39321.73,437.0,0.0,55606.58,431.0,0.0,52421.47,411.0,0.0,48967.44,392.0,0.0,45444.79
1891805362,1054.0,0.0,188935.42,1089.0,0.0,187684.26,1027.0,0.0,177987.94,1034.0,0.0,166653.32,985.0,0.0,162239.32,886.0,0.0,144826.62,528.0,0.0,40341.18
1891833695,577.0,,,635.0,,,739.0,,,755.0,,,815.0,,,792.0,,,772.0,,
1891841938,439.0,0.0,142804.75,412.0,0.0,126795.48,362.0,0.0,110583.55,298.0,0.0,92803.17,302.0,0.0,84032.08,290.0,0.0,74637.82,263.0,0.0,72200.06
1891843736,,,,,,,,,,,,,19.0,,,13.0,,,,,
1891873402,13.0,0.0,7454.94,13.0,0.0,2718.75,18.0,0.0,5209.29,16.0,0.0,3336.33,20.0,0.0,2967.49,14.0,0.0,4342.46,,,
1891906707,882.0,0.0,330556.94,899.0,0.0,327696.53,915.0,0.0,326430.3,909.0,0.0,326786.43,911.0,0.0,302715.74,927.0,0.0,269516.8,874.0,0.0,268080.7
1891928008,987.0,0.0,215518.87,314.0,0.0,44561.84,15.0,0.0,3680.19,55.0,0.0,16795.05,371.0,0.0,83805.06,616.0,0.0,147353.06,620.0,0.0,149357.78
1891979274,232.0,,,253.0,0.0,62225.75,285.0,0.0,72767.49,592.0,0.0,157744.62,712.0,0.0,201192.8,713.0,0.0,202418.31,695.0,0.0,209044.34
1902003213,,,,315.0,,,476.0,,,441.0,,,438.0,,,272.0,,,109.0,,
1902006539,194.0,0.0,45658.67,250.0,,,,,,,,,,,,,,,,,
1902010937,651.0,7474.57,227364.61,624.0,6830.13,208584.83,577.0,11038.15,190945.97,538.0,11449.19,186414.05,501.0,19826.22,169658.47,459.0,19554.51,158341.03,438.0,24301.46,136272.85
1902011851,,,,286.0,0.0,69115.81,404.0,0.0,107763.9,370.0,0.0,137394.49,341.0,0.0,119289.46,345.0,0.0,138616.97,361.0,0.0,140729.36
1902083371,,,,,,,453.0,0.0,139576.8,680.0,0.0,314355.68,614.0,0.0,308444.33,684.0,,,768.0,,
1902125537,,,,,,,,,,,,,,,,,,,134.0,0.0,9128.82
1902162217,,,,,,,,,,,,,,,,170.0,1058.49,22841.72,,,
1902224850,,,,,,,,,,,,,,,,,,,126.0,0.0,14871.71
1902801764,1233.0,,,1213.0,0.0,202507.2,1139.0,0.0,180174.09,1074.0,0.0,162989.18,1034.0,0.0,158676.4,1187.0,0.0,182384.46,1046.0,,
1902801939,337.0,0.0,41372.01,298.0,0.0,36307.99,464.0,0.0,58641.51,446.0,0.0,61942.25,414.0,0.0,57376.44,437.0,0.0,58958.74,444.0,0.0,60360.52
1902804842,740.0,,,747.0,,,673.0,0.0,213014.29,620.0,,,488.0,,,,,,,,
1902809817,82.0,0.0,124228.55,68.0,,,51.0,0.0,80485.41,48.0,0.0,68594.37,46.0,0.0,54018.98,34.0,0.0,35669.18,28.0,0.0,24915.06
1902816135,40.0,0.0,6676.62,20.0,0.0,3319.93,19.0,0.0,1713.53,,,,,,,,,,,,
1902817158,378.0,0.0,156075.38,389.0,0.0,162620.85,403.0,0.0,163200.89,378.0,0.0,142775.91,380.0,0.0,130298.31,378.0,0.0,104909.7,390.0,0.0,105840.79
1902820087,548.0,0.0,257105.23,525.0,0.0,266426.17,478.0,0.0,220967.54,394.0,0.0,179571.78,331.0,0.0,158794.89,360.0,0.0,154665.0,334.0,0.0,159738.78
1902856818,334.0,0.0,191673.48,398.0,0.0,222410.01,409.0,0.0,209127.5,373.0,0.0,205358.63,419.0,,,438.0,0.0,245129.58,359.0,0.0,226613.78
1902881972,535.0,0.0,198657.83,530.0,0.0,176275.29,505.0,0.0,156146.58,509.0,0.0,131804.66,477.0,0.0,117778.52,492.0,0.0,131248.37,539.0,0.0,166283.02
1902891385,1677.0,,,1837.0,,,1848.0,,,1893.0,,,1966.0,,,2052.0,,,2064.0,,
1902892441,1525.0,0.0,393024.96,1490.0,0.0,353375.89,1486.0,0.0,342084.43,1393.0,0.0,316782.69,1336.0,0.0,281065.66,1413.0,0.0,306668.93,915.0,0.0,169778.03
1902895097,627.0,0.0,98909.63,555.0,0.0,79017.37,,,,,,,,,,,,,,,
1902915028,305.0,,,303.0,,,361.0,,,397.0,,,335.0,,,329.0,,,329.0,,
1902915697,147.0,39661.16,46675.8,167.0,41739.68,44824.57,147.0,38582.77,39241.35,137.0,38899.9,31252.61,128.0,40478.01,36005.82,135.0,44497.09,34661.16,145.0,41007.97,40470.46
1902916711,360.0,7847.7,191938.05,649.0,11259.08,214454.2,611.0,14206.07,271846.98,640.0,20765.03,318505.41,526.0,22859.23,283451.55,451.0,11133.09,326293.26,444.0,1724.38,396022.05
1902917255,275.0,,,245.0,,,327.0,,,319.0,5749.99,129897.97,177.0,,,202.0,,,230.0,,
1902950405,213.0,1540.07,81947.34,239.0,,,248.0,,,315.0,902.04,92902.42,230.0,,,229.0,737.82,53900.71,234.0,3114.97,67348.65
1902997265,706.0,,,755.0,,,810.0,0.0,229686.95,806.0,,,609.0,0.0,196400.31,222.0,0.0,42897.09,,,
1912002106,692.0,413473.4,520828.48,696.0,714095.1,432868.79,639.0,906322.35,511767.37,695.0,988204.62,566698.58,670.0,1142623.57,589610.62,707.0,1562728.08,509305.83,822.0,1856568.41,569437.11
1912014739,2819.0,51366.71,883150.68,2597.0,66340.45,778434.44,2488.0,77893.57,843602.2,2488.0,154631.75,816827.42,2530.0,201432.4,810355.49,2604.0,379784.32,867471.67,2431.0,441903.62,741588.34
1912017161,997.0,0.0,247060.94,1169.0,0.0,272628.23,1140.0,0.0,293525.59,1201.0,0.0,308968.04,1080.0,0.0,292467.07,905.0,0.0,226864.23,733.0,0.0,209235.65
1912051103,913.0,0.0,539965.05,894.0,0.0,548980.61,947.0,0.0,600351.78,924.0,0.0,555064.94,930.0,0.0,555542.81,905.0,0.0,585943.58,979.0,0.0,649483.13
1912071663,91.0,0.0,36720.37,111.0,0.0,41708.59,154.0,0.0,45414.93,137.0,0.0,52917.85,99.0,0.0,28686.43,115.0,0.0,29910.22,83.0,0.0,16618.39
1912089061,414.0,,,441.0,,,467.0,,,496.0,,,585.0,,,602.0,,,646.0,,
1912094376,1177.0,,,1296.0,0.0,812038.61,1404.0,,,1382.0,,,1327.0,,,723.0,0.0,430674.95,853.0,0.0,424998.65
1912095167,340.0,0.0,19069.32,414.0,0.0,19893.44,530.0,,,,,,,,,,,,,,
1912097544,,,,,,,,,,,,,45.0,0.0,3973.45,30.0,0.0,7113.49,112.0,0.0,36425.04
1912099672,305.0,0.0,138146.15,325.0,,,304.0,,,308.0,,,335.0,,,235.0,,,239.0,,
1912101528,,,,,,,291.0,0.0,49849.36,560.0,0.0,133109.52,666.0,0.0,159988.06,655.0,0.0,166961.36,595.0,0.0,154905.62
1912103516,,,,,,,,,,417.0,0.0,119019.13,,,,,,,,,
1912104720,445.0,506103.4,252139.72,380.0,462718.71,206509.0,411.0,405155.71,236359.26,399.0,381211.42,157726.38,,,,70.0,,,99.0,0.0,24220.15
1912136938,,,,,,,177.0,0.0,52967.22,222.0,,,173.0,9960.37,89439.57,500.0,109570.47,134711.11,1024.0,426883.02,502754.63
1912167719,366.0,0.0,147778.05,397.0,0.0,143055.27,424.0,0.0,135979.99,472.0,0.0,161192.31,475.0,0.0,154540.0,462.0,0.0,167333.47,514.0,0.0,165372.29
1912183955,176.0,0.0,30426.98,149.0,0.0,26615.27,138.0,0.0,21839.97,114.0,0.0,15552.19,122.0,0.0,15105.82,92.0,0.0,15732.07,107.0,0.0,12859.48
1912224809,,,,,,,33.0,0.0,5065.08,63.0,0.0,8175.3,43.0,0.0,6614.23,17.0,0.0,6298.51,18.0,0.0,6873.65
1912232224,43.0,0.0,7088.33,,,,,,,,,,12.0,0.0,996.92,14.0,0.0,1668.6,14.0,0.0,660.17
1912249970,,,,,,,,,,,,,,,,,,,48.0,0.0,4053.14
1912268996,,,,,,,,,,,,,25.0,,,35.0,,,112.0,,
1912297284,,,,,,,,,,,,,161.0,0.0,59679.04,365.0,0.0,192328.59,371.0,0.0,204235.62
1912349846,,,,,,,,,,,,,,,,,,,53.0,0.0,9252.21
1912900218,816.0,0.0,216467.96,751.0,0.0,188110.29,648.0,0.0,155190.41,692.0,0.0,173442.77,636.0,0.0,154307.34,618.0,,,611.0,,
1912903329,369.0,0.0,86352.2,152.0,0.0,40686.23,350.0,0.0,91556.15,247.0,0.0,55521.4,,,,,,,,,
1912909706,508.0,0.0,79301.86,505.0,0.0,91497.48,491.0,0.0,94044.13,661.0,0.0,129659.59,838.0,0.0,174122.79,941.0,0.0,154215.28,989.0,0.0,187996.25
1912922311,490.0,0.0,223253.78,550.0,0.0,211544.51,559.0,0.0,211609.76,674.0,0.0,231033.93,666.0,0.0,264154.92,489.0,0.0,92529.92,198.0,0.0,72498.25
1912928672,507.0,0.0,103400.63,465.0,0.0,115547.72,491.0,0.0,124722.84,461.0,0.0,128515.11,459.0,0.0,133746.52,446.0,0.0,131400.9,568.0,0.0,162010.46
1912968496,2162.0,2882362.92,2654417.02,2328.0,5275749.85,3398016.66,2542.0,2278867.04,2929035.42,2639.0,773923.25,2659046.07,2977.0,999424.7,2393120.46,2550.0,306119.66,2075953.5,2305.0,1101104.96,1155023.64
1912972217,148.0,38972.54,274506.25,96.0,14517.94,71318.1,96.0,24792.61,69388.89,99.0,24785.82,116674.64,92.0,26676.44,124875.45,85.0,22277.81,121240.3,88.0,21158.99,117849.17
1912979022,1174.0,0.0,404227.41,1148.0,0.0,403344.39,1155.0,0.0,421385.66,1174.0,0.0,408300.4,1194.0,0.0,395531.69,1174.0,0.0,380452.55,1178.0,0.0,366823.11
1912981598,359.0,0.0,113920.88,386.0,,,338.0,,,317.0,0.0,89480.24,328.0,0.0,92605.14,322.0,0.0,95178.42,368.0,0.0,95501.12
